Date,Open,High,Low,Close,Adj Close,Volume
2013-10-06,1017.5,1069,1012.650024,1061.030029,903.632568,9046610
2013-10-13,1063.75,1129.430054,1030.780029,1060.319946,903.02771,21072932
2013-10-20,1062.5,1063.969971,997.5,1033.880005,880.510071,14330642
2013-10-27,1034,1070.969971,1023.950012,1048.800049,896.788452,10617448
2013-11-03,1048.800049,1074.069946,1015.849976,1045.430054,893.906799,7495330
2013-11-10,1045,1070,1010.919983,1013.099976,866.262695,6299862
2013-11-17,1023,1029.949951,990,1000.419983,855.420593,10365538
2013-11-24,1004,1013.419983,985,1002.169983,856.916748,10849922
2013-12-01,997.5,1021,991.525024,1000.150024,855.189636,7065632
2013-12-08,1014.5,1044.5,997.5,1000.900024,855.830994,12155050
2013-12-15,1006.849976,1065,1002.580017,1060.280029,906.604553,11569762
2013-12-22,1064.969971,1084.949951,1045.719971,1080.319946,923.739868,6968520
2013-12-29,1085,1114.550049,1073.349976,1111.099976,950.058655,7789626
2014-01-05,1114.5,1154.900024,1098.5,1140.449951,975.15448,13710856
2014-01-12,1142.5,1192.400024,1103.030029,1106.530029,946.151123,20400852
2014-01-19,1109.469971,1175,1107.75,1124.349976,961.388123,15667898
2014-01-26,1113,1134.900024,1095,1120.530029,958.121887,11482686
2014-02-02,1111,1122.119995,1056.030029,1072.199951,920.070251,9823860
2014-02-09,1072,1092.380005,1042.550049,1083.949951,930.152954,14666816
2014-02-16,1080,1111,1073.599976,1102.849976,946.371277,7576012
2014-02-23,1102,1140,1080.069946,1137.880005,976.430969,13603702
2014-03-02,1135.900024,1149.5,1076.400024,1114.25,956.153625,11951450
2014-03-09,1114.050049,1114.25,1061,1069.780029,917.993286,12230940
2014-03-16,1069.780029,1075.900024,1005.700012,1063.5,912.604492,21628236
2014-03-23,1068.469971,1086,1032.530029,1051.050049,901.920837,15608970
2014-03-30,1052,1101,1041,1069.430054,917.693054,12478066
2014-04-06,1065.050049,1087.449951,1050,1082.050049,928.522644,10439114
2014-04-13,1082.050049,1132,1071.349976,1111.449951,953.751038,14754592
2014-04-20,1110,1124.949951,1096.599976,1102.619995,946.174011,8428308
2014-04-27,1102.619995,1111.349976,1088.449951,1104.219971,947.546814,8712102
2014-05-04,1105.400024,1114.5,1070.050049,1079.949951,926.720459,11398232
2014-05-11,1076.5,1126.699951,1050.119995,1080.380005,927.089294,14584770
2014-05-18,1075,1080,999.75,1063.949951,912.990601,22647288
2014-05-25,1074.5,1092.300049,1059,1070.680054,918.76593,11739790
2014-06-01,1072,1078.880005,1028,1042.119995,894.257935,13430904
2014-06-08,1043.5,1127,1040,1106.780029,968.148376,13477186
2014-06-15,1105,1149.5,1105,1146.199951,1002.630798,9358902
2014-06-22,1146.5,1203.449951,1127.030029,1199.780029,1049.499512,8865274
2014-06-29,1200.280029,1222.5,1188.300049,1205.25,1054.284302,6209898
2014-07-06,1210.030029,1249,1167.5,1197.219971,1047.26001,9579740
2014-07-13,1209.400024,1242.5,1187.5,1220.599976,1067.711426,9682528
2014-07-20,1234,1307.180054,1221.530029,1302.880005,1139.685059,8734278
2014-07-27,1288.569946,1305,1255,1258.199951,1100.601807,8003266
2014-08-03,1266,1272.5,1229.530029,1239.349976,1088.289673,8208300
2014-08-10,1245.449951,1266,1220.099976,1249.880005,1097.536133,6621882
2014-08-17,1245.530029,1252.5,1215,1232.099976,1081.923096,12025862
2014-08-24,1235,1283.699951,1233.449951,1261.180054,1107.458618,8160750
2014-08-31,1262.699951,1313.719971,1257.050049,1299.300049,1140.932495,8448436
2014-09-07,1306,1333.5,1295.599976,1303.800049,1144.883789,6646040
2014-09-14,1307,1370,1272,1357.099976,1191.687256,9415794
2014-09-21,1357,1391.219971,1316.380005,1342,1178.427734,9583576
2014-09-28,1347.699951,1401,1337.650024,1387.800049,1218.645264,7020510
2014-10-05,1387.800049,1419.849976,1324.619995,1339.25,1176.012817,9449654
2014-10-12,1340,1379.300049,1215,1220.569946,1071.798462,18319764
2014-10-19,1245,1246.800049,1207.5,1225.930054,1076.505371,7417638
2014-10-26,1259.5,1310,1222.469971,1303.930054,1144.998047,14793544
2014-11-02,1324.5,1324.5,1278.5,1286.430054,1134.206909,6979014
2014-11-09,1287.550049,1305.569946,1275.5,1303.219971,1149.010254,7215200
2014-11-16,1297.550049,1320,1278.719971,1311.069946,1155.931152,8700304
2014-11-23,1311,1345.949951,1307.5,1321.5,1165.127197,9621436
2014-11-30,1325.25,1355.469971,1286.069946,1289.469971,1136.887207,10072580
2014-12-07,1297.5,1297.5,1211.319946,1225.349976,1080.354736,12128092
2014-12-14,1192.449951,1261.880005,1172.5,1255.280029,1106.743164,12498578
2014-12-21,1263,1268.319946,1232.5,1252.5,1104.291626,6825608
2014-12-28,1254,1295.469971,1253.5,1289.719971,1137.107788,4346624
2015-01-04,1290.5,1299.949951,1203.719971,1256.150024,1107.510132,11577408
2015-01-11,1258.5,1290.880005,1240.050049,1266.069946,1116.256348,15155284
2015-01-18,1268,1275.5,1241.619995,1251.800049,1103.674561,10767714
2015-01-25,1251.800049,1287.5,1235,1241.030029,1094.179321,15412510
2015-02-01,1241,1297.400024,1231.030029,1287.880005,1140.03894,14438858
2015-02-08,1280.75,1284.550049,1216.5,1269.380005,1123.662842,16079314
2015-02-15,1280,1349.400024,1277.5,1337.780029,1184.210693,9443996
2015-02-22,1335.5,1365,1308.150024,1331.180054,1178.368408,10452178
2015-03-01,1339.849976,1406.050049,1326.280029,1348.219971,1193.452026,11636854
2015-03-08,1320,1339.900024,1287.5,1291.180054,1142.960205,11574900
2015-03-15,1292.599976,1309,1275.849976,1305.469971,1155.609863,8491656
2015-03-22,1308,1318.5,1250.5,1257.400024,1113.057983,12029762
2015-03-29,1262.5,1284.949951,1260,1271.319946,1125.380127,5841792
2015-04-05,1279,1343.719971,1250.050049,1326.880005,1174.562012,9467592
2015-04-12,1332,1356.949951,1235,1237.430054,1095.380615,17108888
2015-04-19,1240.030029,1257,1200.5,1246.530029,1103.435913,17591714
2015-04-26,1249.75,1260,1213.550049,1231.849976,1090.440918,11579024
