Date,Open,High,Low,Close,Adj Close,Volume
2015-06-14,83.824997,91.169998,83.150002,90.57,72.68766,34422630
2015-06-21,90.949997,91.599998,88.084999,89.245003,71.624275,26084930
2015-06-28,87.800003,90.309998,86,86.894997,69.738266,23645810
2015-07-05,85.875,88.864998,81.800003,82.989998,66.604271,27829680
2015-07-12,83.510002,87.25,81.995003,85.830002,78.867317,38958750
2015-07-19,85.695,86.870003,83,84.544998,77.686562,18430590
2015-07-26,84.199997,85.5,80,83.144997,76.400131,39263730
2015-08-02,83.099998,93.080002,81.900002,92.245003,84.761925,36859860
2015-08-09,92.199997,93.495003,85.125,90.059998,82.754173,45125940
2015-08-16,90,101.300003,90,94.714996,87.03154,72023340
2015-08-23,91,95.084999,82.870003,92.589996,85.078934,43837050
2015-08-30,92.900002,94,88.529999,90.345001,83.016052,32232330
2015-09-06,90.605003,99.900002,88.555,96.360001,88.543106,44037430
2015-09-13,98.019997,100.580002,92.620003,94.43,86.769676,39080040
2015-09-20,93.510002,94.769997,86.410004,88.029999,80.888855,36003180
2015-09-27,88.099998,89.480003,83.010002,87.639999,80.530487,26733070
2015-10-04,88.300003,93.099998,87.919998,90.934998,83.558189,40952770
2015-10-11,91.389999,94.099998,89.129997,89.695,82.418777,46302920
2015-10-18,89.730003,92.099998,88.245003,91.555,84.127892,42301880
2015-10-25,91.900002,93.980003,89.68,91.035004,83.650093,40839560
2015-11-01,91.089996,91.580002,85.610001,87.349998,80.264015,24766830
2015-11-08,85.889999,93.459999,85.660004,91.055,83.668465,14285480
2015-11-15,90.489998,92,87.900002,89.510002,82.248795,27931740
2015-11-22,89.620003,90.339996,87.010002,87.205002,80.130783,24615980
2015-11-29,87.099998,99.400002,87.07,97.07,89.195511,70683400
2015-12-06,97.309998,98.370003,93.555,96.790001,88.938225,41011490
2015-12-13,96.900002,105.470001,96.714996,102.699997,94.368797,57491600
2015-12-20,103.400002,107.199997,102.949997,106.529999,97.888092,22733230
2015-12-27,106.705002,106.879997,101.75,102.699997,94.368797,30051250
2016-01-03,102.300003,109.699997,101.830002,104.114998,95.668999,46968680
2016-01-10,102.904999,103.269997,96.75,97.245003,89.356316,34529420
2016-01-17,97.355003,107.345001,95.300003,106.800003,98.136192,41756910
2016-01-24,107,112.699997,104.239998,105.705002,97.130035,59413620
2016-01-31,104.160004,107.184998,95.834999,103.705002,95.292274,60440920
2016-02-07,106.5,108.199997,95,100.550003,92.393211,62747810
2016-02-14,101.800003,108.75,99.809998,108.349998,99.560448,40605540
2016-02-21,108.904999,114.440002,107.519997,109.910004,100.993912,68369120
2016-02-28,110.400002,119.785004,109.900002,118.544998,108.928421,51599480
2016-03-06,118.544998,120.684998,115.989998,118.355003,108.753838,28364560
2016-03-13,118.599998,122.084999,117.305,121.290001,111.450737,36489770
2016-03-20,120.805,125.315002,119.834999,124.870003,114.740326,20047650
2016-03-27,124,129.399994,121.769997,126.264999,116.022156,35004200
2016-04-03,126.599998,129.800003,124,127.339996,117.009949,33174380
2016-04-10,127.739998,131.899994,127,131.354996,120.699249,21489990
2016-04-17,131.220001,137.199997,130.729996,134.330002,123.43293,28795980
2016-04-24,134.210007,138,132.520004,137.320007,126.180359,34749760
2016-05-01,137,137.600006,130.910004,132.009995,121.301109,27402280
2016-05-08,132.654999,134,126.300003,126.870003,116.578079,26318530
2016-05-15,126.739998,134.389999,125.355003,130.5,119.91362,32442850
2016-05-22,131.490005,138,129.399994,137.565002,126.405487,33859290
2016-05-29,137.800003,140.5,135.779999,137.024994,125.909286,31877620
2016-06-05,137,143.350006,135.065002,141.869995,130.361252,36020080
2016-06-12,139.300003,141.744995,138,139.505005,128.18811,26737880
2016-06-19,138.490005,140.75,133.009995,138.320007,127.099243,25280750
2016-06-26,138.789993,148.5,137.740005,146.330002,134.459442,30937680
2016-07-03,146.399994,148.895004,145,147.695007,135.71373,18388670
2016-07-10,148.800003,165.324997,148.610001,163.604996,158.454498,35144190
2016-07-17,163.270004,165.645004,159.009995,161.300003,156.222076,29372570
2016-07-24,161,176.130005,160.5,167.520004,162.246262,56526160
2016-07-31,168.5,174.199997,164.324997,173.770004,168.2995,37984980
2016-08-07,174.524994,175.690002,168.279999,172.804993,167.364883,25735280
2016-08-14,172.804993,179.899994,171.539993,178.809998,173.180817,21559620
2016-08-21,178.5,179.369995,173.205002,175.604996,170.076736,19012680
2016-08-28,175.399994,179.274994,173.809998,177.740005,172.144516,15304960
2016-09-04,177.740005,188.595001,177.740005,182.380005,176.638443,18538790
2016-09-11,180,180,170.699997,172.554993,167.122742,31986530
2016-09-18,173.570007,178.399994,173,175.630005,170.100952,23746870
2016-09-25,175.809998,178.740005,165.225006,172.934998,167.490799,37446070
2016-10-02,174.490005,181.100006,174.005005,177.210007,171.63121,27602620
2016-10-09,178.600006,182.5,173.210007,174.25,168.764389,23848400
2016-10-16,174.5,179,171.389999,173.529999,168.067047,29978890
2016-10-23,173.169998,174.029999,161.649994,165.884995,160.66272,54628750
2016-10-30,165.884995,168.5,156.509995,159.134995,154.125214,25778540
2016-11-06,160.604996,177.869995,154.539993,172.110001,166.691757,33354010
2016-11-13,172.110001,173.5,164.300003,169.160004,163.834625,20305460
2016-11-20,169.610001,170.085007,160.625,167.384995,162.115509,32648810
2016-11-27,168,173.554993,165.070007,165.664993,160.449661,27543570
2016-12-04,165.800003,167.800003,162.625,164.645004,159.461777,23481490
2016-12-11,164.600006,165.554993,160.990005,161.830002,156.735367,22243690
2016-12-18,161.800003,162.434998,154.205002,156.804993,151.868576,21660420
2016-12-25,155.399994,163.244995,151.164993,162.75,157.626419,28122410
2017-01-01,162.800003,178.800003,160.600006,175.199997,169.684464,23541551
2017-01-08,176.5,195.399994,173.600006,188.899994,182.953186,37782910
2017-01-15,189.649994,193.949997,184.600006,185.649994,179.805481,24624897
2017-01-22,186.399994,199.699997,186,195.350006,189.20015,21721780
2017-01-29,195,201.399994,188.75,191.649994,185.616592,33710447
2017-02-05,193.649994,195,185.850006,193.25,187.166245,18547602
2017-02-12,194.600006,195.25,178.300003,184.899994,179.079102,21558774
2017-02-19,184.949997,191.75,182.199997,186.949997,181.064575,12841563
2017-02-26,187,192.600006,181.899994,184,178.207443,20119525
2017-03-05,184.050003,186.300003,175.149994,176.25,170.701416,14553328
2017-03-12,176.25,195.899994,176.25,192,185.955597,19268421
2017-03-19,192.75,194.75,185.100006,186.800003,180.919312,17169753
2017-03-26,186.800003,190.25,177.699997,188.199997,182.275223,45858745
2017-04-02,187.899994,207,187,199.850006,193.558487,28138976
2017-04-09,199.75,206.899994,189.800003,190.75,184.744949,22721262
2017-04-16,190.5,198.699997,185.449997,187.25,181.355133,29890262
2017-04-23,188,206.399994,185.199997,199,192.735229,31801688
2017-04-30,199,201.75,187.25,189.800003,183.82486,18165698
2017-05-07,190.5,200,187,197.149994,190.943466,25393047
2017-05-14,198,209.449997,188.149994,193.5,187.408386,60796695
2017-05-21,194.5,202.899994,184.100006,198.850006,192.589966,39347233
2017-05-28,198.949997,202.350006,192.899994,194.75,188.619019,21358081
2017-06-04,196.5,202.649994,189.300003,202,195.640778,36610059
2017-06-11,199.75,201.800003,194.199997,194.850006,188.715866,17458907
2017-06-18,195.600006,203.949997,192.600006,195.699997,191.674103,26447145
2017-06-25,195.699997,208.800003,192.5,203.399994,199.215683,23623805
2017-07-02,203.649994,217,203.5,216.100006,211.654434,29784453
2017-07-09,216.5,220.550003,210.5,215.149994,210.723969,15687480
2017-07-16,216.399994,220.300003,212,214.75,210.332214,17903414
2017-07-23,214,221.949997,211,215.800003,211.360611,22876729
2017-07-30,216.800003,229.050003,215.199997,228.25,223.554489,29914375
2017-08-06,228.600006,233.5,217.550003,223.5,218.902206,21401113
2017-08-13,225.850006,239.300003,225.550003,237.050003,232.173462,13679190
2017-08-20,238.25,248.300003,228.25,246.050003,240.988312,16360530
2017-08-27,246,260.299988,242.149994,256.649994,251.370239,25240679
2017-09-03,257.350006,270.100006,248.800003,263.450012,258.030365,20915819
2017-09-10,263.450012,271.799988,260.5,267.549988,262.046021,20932009
2017-09-17,268.149994,268.149994,246.050003,246.949997,241.869797,19965508
2017-09-24,246,249.850006,229.5,248.449997,243.338943,25243711
2017-10-01,248.449997,258.549988,244.25,257.700012,252.398666,11256072
2017-10-08,257.399994,264.049988,252.100006,254.050003,248.82373,13995373
2017-10-15,255.899994,262.950012,251.399994,253.699997,248.480927,11008310
2017-10-22,254.600006,269.350006,253.350006,265.299988,259.842285,19662906
2017-10-29,265.950012,269.649994,254.75,266.600006,261.11557,19056605
2017-11-05,264.399994,274.5,259.100006,270.799988,265.229126,12745961
2017-11-12,270.799988,271.950012,253.100006,266.600006,261.11557,10859685
2017-11-19,267.950012,273.299988,262.549988,265.200012,259.744354,8699738
2017-11-26,263.5,265.399994,249,252.050003,246.864883,17228860
2017-12-03,253.5,257.350006,241.149994,252.449997,247.256653,12240108
2017-12-10,253.399994,254.850006,237.600006,250.899994,245.738525,13606690
2017-12-17,248,266.5,243.399994,264.5,259.058746,10641089
2017-12-24,264.5,275.600006,263.399994,269.799988,264.249725,10652027
2017-12-31,269.5,289.899994,261.700012,285.100006,279.234985,21424931
2018-01-07,286.100006,289.75,278.450012,286.799988,280.899994,14593315
2018-01-14,287.600006,292.899994,273.049988,282.100006,276.296692,21703818
2018-01-21,283,299.299988,276.600006,290.799988,284.817719,22183620
2018-01-28,291,314.350006,281.100006,299,292.84903,33817201
2018-02-04,295,311.850006,265.600006,309.350006,302.986145,39316938
2018-02-11,312,315.700012,305.549988,312.399994,305.973358,17549973
2018-02-18,313.799988,313.799988,293.049988,306.950012,300.635498,33650889
2018-02-25,310.75,320.450012,303,305.5,299.215332,24205440
2018-03-04,299.399994,301.899994,284.200012,291.950012,285.944092,40079147
2018-03-11,295.200012,304.600006,288.799988,290.25,284.279022,22207690
2018-03-18,290.25,291.299988,276.350006,286,280.116486,23549619
2018-03-25,286,300,285,288.149994,282.222229,12633707
2018-04-01,290,309.350006,288.25,308.200012,301.859772,20356509
2018-04-08,308,318.399994,305.5,308.5,302.153595,20558686
2018-04-15,307.399994,327.799988,306,322.850006,316.208405,22403008
2018-04-22,321.950012,330.399994,316.350006,327.600006,320.860657,17581728
2018-04-29,323.549988,331.200012,310.5,317.399994,310.870514,13254158
2018-05-06,319.950012,328.450012,316.5,323.75,317.089874,14446903
2018-05-13,323.700012,342.75,318.100006,319.450012,312.878357,28770346
2018-05-20,318.700012,327.5,307.399994,326.049988,319.34256,23754257
2018-05-27,326.5,337.600006,323.350006,331.899994,325.072205,22706420
2018-06-03,332,346.5,325.5,343.25,336.188721,13687915
2018-06-10,343.75,345.899994,331.649994,332.549988,325.708832,16848465
2018-06-17,331.799988,338.350006,322.149994,336.950012,330.018341,18138614
2018-06-24,336.850006,338.450012,313.899994,326.799988,320.077118,18423802
2018-07-01,327,328.75,300.700012,308.549988,302.202545,21910781
2018-07-08,312,320.700012,310.100006,316.25,312.970154,17015079
2018-07-15,316.200012,318.5,293.549988,304.149994,304.149994,22813851
2018-07-22,306,327.399994,300,323.25,323.25,30496514
2018-07-29,323.25,338.299988,320.850006,337.299988,337.299988,21916084
2018-08-05,338.5,345.5,335.5,339.899994,339.899994,17391045
2018-08-12,336.950012,351,326.850006,334,334,20012445
2018-08-19,334.100006,356.5,334,354.799988,354.799988,17369533
2018-08-26,359,408.799988,352.649994,396.350006,396.350006,93721855
2018-09-02,399.299988,409.899994,386.5,406.600006,406.600006,32487238
2018-09-09,411.399994,414.950012,388.049988,408.100006,408.100006,28918227
2018-09-16,407,427.549988,389.299988,408,408,30426726
2018-09-23,414,414,374.200012,381.649994,381.649994,56461755
2018-09-30,375,387.5,371.100006,383.399994,383.399994,16346597
2018-10-04,377.899994,386.5,373.299988,377.600006,377.600006,7084897
