Date,Open,High,Low,Close,Adj Close,Volume,Percent Returns
2017-03-09,294.820007,295.940002,292.420013,293.070007,276.872864,693720,1.0202289091
2017-03-10,293.200012,297.190002,293.200012,296.059998,279.697601,1201325,3.482405271
2017-03-14,304,307.570007,303.200012,306.369995,289.437805,996740,-0.0881349967
2017-03-15,306,307,303.700012,306.100006,289.182709,373845,-0.1176138785
2017-03-16,306.399994,309.320007,304,305.73999,288.84259,1182510,-1.3508163737
2017-03-17,306.600006,307.5,300.899994,301.609985,284.940857,1689810,0.3481438255
2017-03-20,303.019989,304.690002,301.5,302.660004,285.932861,901740,-1.7511488475
2017-03-21,305,305,294.200012,297.359985,280.925751,888810,-1.1164889615
2017-03-22,295,295.299988,292,294.040009,277.789246,490675,3.1186261256
2017-03-23,295.25,304.079987,292.5,303.209991,286.452454,1525995,0.8475919707
2017-03-24,308,308.779999,305.019989,305.779999,288.880402,1327935,-0.0686772099
2017-03-27,308,308.350006,304.059998,305.570007,288.682007,557585,0.487614041
2017-03-28,306,307.98999,305.420013,307.059998,290.089661,4459915,0.6090055033
2017-03-29,306.980011,310.980011,305.649994,308.929993,291.856323,534860,0.4725965797
2017-03-30,309,311.559998,308.100006,310.390015,293.235626,2294005,-0.1836451482
2017-03-31,310,311.570007,307.100006,309.820007,292.697113,778635,-0.6616761539
2017-04-03,309.600006,311,307.160004,307.769989,290.760406,304885,1.8228025173
2017-04-05,308,313.970001,307.279999,313.380005,296.060394,539575,-0.1467947111
2017-04-06,313.179993,315,310.899994,312.920013,295.625793,797320,-0.7382109585
2017-04-07,308.5,314.959991,308.5,310.609985,293.443451,330585,3.0327420734
2017-04-10,313.200012,321,311.910004,320.029999,302.342834,578470,0.8530590806
2017-04-11,320,324.779999,319.320007,322.76001,304.921997,950260,1.1122749534
2017-04-12,323.559998,327.200012,320.859985,326.350006,308.313568,682545,-0.9131314
2017-04-13,325.98999,327.600006,322.279999,323.369995,305.49826,561375,-0.3649143534
2017-04-17,323.369995,325,320.820007,322.190002,304.383453,537020,-0.3134736762
2017-04-18,322.399994,325.350006,319.600006,321.179993,303.429291,417900,-0.0311281748
2017-04-19,320.76001,323.799988,318.399994,321.079987,303.334839,1216395,-3.756088169
2017-04-20,300.200012,314.880005,300.200012,309.019989,291.941315,3031210,-0.1067807069
2017-04-21,311.220001,312.609985,305,308.690002,291.629578,955915,0.7969133364
2017-04-24,309.200012,314.579987,308.850006,311.149994,293.953613,597800,0.0739181253
2017-04-25,312.160004,313.399994,310.769989,311.380005,294.170898,296470,1.5029787209
2017-04-26,311.399994,317.170013,311.399994,316.059998,298.592224,864175,3.7904208785
2017-04-27,315.600006,330.579987,314.790009,328.040009,309.910126,1485685,-0.5791850119
2017-04-28,329.980011,329.980011,324.600006,326.140015,308.115173,491080,0.0337253758
2017-05-02,326,330.299988,324.540009,326.25,308.219086,1387855,0.0183865966
2017-05-03,326.200012,328,323.339996,326.309998,308.275757,426745,-0.2053145554
2017-05-04,326.339996,328.100006,324.399994,325.640015,307.642822,472655,-1.1976580425
2017-05-05,326,328,320.920013,321.73999,303.958313,428685,0.3885200534
2017-05-08,327,327,321.98999,322.98999,305.139252,276195,-0.7523401152
2017-05-09,323.5,323.5,318.679993,320.559998,302.843567,395240,-0.2433295867
2017-05-10,321.799988,323.049988,317.01001,319.779999,302.106659,1202540,-1.2289696004
2017-05-11,319,321.179993,315.380005,315.850006,298.39386,468765,-6.0408458137
2017-05-12,316,318.399994,294.399994,296.769989,280.368347,3057810,-0.8322965217
2017-05-15,298,301.01001,291.049988,294.299988,278.034851,2171960,0.8121158164
2017-05-16,296.600006,298.200012,293.769989,296.690002,280.292816,686760,-1.9481776515
2017-05-17,296,296.98999,290.230011,290.910004,274.832214,719115,-3.6505982519
2017-05-18,288,288.059998,278.600006,280.290009,264.799194,1332505,2.0335858726
2017-05-19,282,290.950012,281.170013,285.98999,270.184113,2180695,-1.6399139649
2017-05-22,286.609985,290.089996,279.799988,281.299988,265.753326,871625,-0.3483723097
2017-05-23,281.200012,283.290009,275.149994,280.320007,264.827515,953965,1.6017410427
2017-05-24,281.200012,288.600006,279.51001,284.809998,269.069366,7603780,2.7632499049
2017-05-25,287,293.950012,286,292.679993,276.504425,749605,1.9919326788
2017-05-26,295.200012,300,292.799988,298.51001,282.012207,876270,0.5584368197
2017-05-29,298.600006,298.600006,287.109985,288.109985,283.587067,760230,-0.0833031642
2017-05-30,287,292.390015,286.700012,287.869995,283.35083,558455,-0.517585567
2017-05-31,288.200012,289.869995,282,286.380005,281.884247,610180,0.8345436203
2017-06-01,286.660004,290,284.459991,288.769989,284.236694,497550,2.642242947
2017-06-02,293,297.200012,289.209991,296.399994,291.746918,854440,2.5607211384
2017-06-05,296,304.899994,296,303.98999,299.217743,703435,-1.118456067
2017-06-06,304.200012,306.339996,299.799988,300.589996,295.871124,570025,-0.5888330623
2017-06-07,303,304.100006,296.290009,298.820007,294.128937,652250,-1.0273691636
