Date,Open,High,Low,Close,Adj Close,Volume,Percent Returns
2013-10-03,985.900024,1018.450012,980.200012,1012.299988,862.131287,4672354,0.4445329914
2013-10-04,1016,1034.5,1013.469971,1016.799988,865.963745,1934032,2.7616111111
2013-10-07,1017.5,1048.849976,1012.650024,1044.880005,889.878296,1993878,-1.3551863276
2013-10-08,1041.5,1049,1028.280029,1030.719971,877.818787,1828106,1.4271685894
2013-10-09,1027.75,1048.819946,1022.549988,1045.430054,890.346741,1775858,-0.5194125824
2013-10-10,1044,1049,1033.619995,1040,885.722168,1164320,2.0221239399
2013-10-11,1051.5,1069,1041.199951,1061.030029,903.632568,2284448,4.2741509511
2013-10-14,1063.75,1112.5,1062.5,1106.380005,942.255188,4374460,0.1192842464
2013-10-15,1117.5,1129.430054,1100.5,1107.699951,943.37915,4665092,-4.8280043077
2013-10-17,1115,1115,1047.849976,1054.219971,897.832764,6687214,0.5786095371
2013-10-18,1052.400024,1066.900024,1030.780029,1060.319946,903.02771,5346166,-2.3106268799
2013-10-21,1062.5,1063.969971,1025,1035.819946,882.162109,3685372,0.8553938015
2013-10-22,1044,1053.819946,1038.430054,1044.680054,889.708069,2044614,-1.3506847267
2013-10-23,1044.25,1051.5,1023.080017,1030.569946,877.690918,2455496,-2.5442124946
2013-10-24,1021,1041.180054,1000.919983,1004.349976,855.360596,3617758,3.351829291
2013-10-25,997.5,1036,997.5,1033.880005,884.030823,2527402,-0.1847561146
2013-10-28,1034,1044.900024,1026.280029,1031.969971,882.397522,1803942,0.2839484402
2013-10-29,1032.5,1042.900024,1023.950012,1034.900024,884.903076,1829076,1.069666866
2013-10-30,1035.119995,1050,1035.119995,1045.969971,894.368591,2114874,0.9617742714
2013-10-31,1044.5,1064.5,1039.699951,1056.030029,902.970398,3523076,-0.6846233291
2013-11-01,1055,1070.969971,1045.550049,1048.800049,896.788452,1346480,-2.6506532223
2013-11-05,1050,1052.5,1015.849976,1021,873.0177,2261286,2.4045056589
2013-11-06,1031.5,1051.780029,1029.530029,1045.550049,894.00946,1667750,1.4748095619
2013-11-07,1050,1074.069946,1040.150024,1060.969971,907.194397,1956948,-1.4646913654
2013-11-08,1065,1065.880005,1035.599976,1045.430054,893.906799,1609346,0.1807894293
2013-11-11,1045,1070,1025,1047.319946,895.522888,1961138,-0.3580773918
2013-11-12,1048.430054,1060.849976,1039.5,1043.569946,892.316223,1000682,-1.8273687713
2013-11-13,1049.469971,1053.099976,1021.830017,1024.5,876.010315,1208338,-1.1127289066
2013-11-14,1036,1036,1010.919983,1013.099976,866.262695,2129704,0.8784777463
2013-11-18,1023,1029.949951,1016.119995,1022,873.87262,2831602,-0.6898048825
2013-11-19,1024.969971,1027.5,1010.599976,1014.950012,867.844604,2077864,-0.3103433481
2013-11-20,1023.419983,1024.949951,1008.5,1011.799988,865.151306,1658696,-1.828455773
2013-11-21,1011.599976,1017.349976,990,993.299988,849.332397,2302882,0.7168213554
2013-11-22,995.5,1005.5,992.549988,1000.419983,855.420593,1494494,0.6197481149
2013-11-25,1004,1013.419983,996.549988,1006.619995,860.722046,1950998,-0.9705950996
2013-11-26,1001.549988,1008.219971,993.5,996.849976,852.36792,2047412,-0.3636468393
2013-11-27,1004.5,1006.849976,987.5,993.224976,849.268311,2120978,-0.0931336999
2013-11-28,996.549988,998.275024,985,992.299988,848.477356,2805722,0.9946514118
2013-11-29,996,1007.349976,990.900024,1002.169983,856.916748,1924812,0.4769893936
2013-12-02,997.5,1010.5,997.5,1006.950012,861.00415,1253260,0.3426033429
2013-12-03,1008.030029,1021,1007.530029,1010.400024,863.953979,1449184,-1.026321218
2013-12-04,1009.950012,1015.799988,996.825012,1000.030029,855.087036,1519036,-0.6454792048
2013-12-05,1008,1016.780029,991.525024,993.575012,849.567627,1397190,0.6617494383
2013-12-06,995.5,1005,995.5,1000.150024,855.189636,1446962,0.2269647477
2013-12-09,1014.5,1014.969971,1000,1002.419983,857.130615,1826340,3.8865780101
2013-12-10,1000,1044.5,1000,1041.380005,890.443665,3653334,-1.1858980433
2013-12-11,1039.5,1043.430054,1021.5,1029.030029,879.883911,1556062,-1.4168822551
2013-12-12,1022.5,1032,1012.549988,1014.450012,867.416992,1655964,-1.3356895365
2013-12-13,1018.969971,1022.5,997.5,1000.900024,855.830994,3463350,0.8672198193
2013-12-16,1006.849976,1019.900024,1002.580017,1009.580017,863.25293,2858500,1.2965640325
2013-12-17,1015.799988,1032.930054,1015,1022.669983,874.445557,2995474,0.5114150291
2013-12-18,1020,1035.5,1019,1027.900024,878.917603,1587990,1.2501018255
2013-12-19,1037.969971,1055,1031.319946,1040.75,889.904968,2161986,1.8765582394
2013-12-20,1044.050049,1065,1042.930054,1060.280029,906.604553,1965812,-0.5423188074
2013-12-23,1064.969971,1071.719971,1048.969971,1054.530029,901.687866,1321224,0.0777756945
2013-12-24,1059.900024,1064.5,1052.119995,1055.349976,902.38916,870156,-0.4927376344
2013-12-26,1057.5,1058.5,1045.719971,1050.150024,897.942749,2297194,2.8729135603
2013-12-27,1053.5,1084.949951,1052.5,1080.319946,923.739868,2479946,-0.2119851127
2013-12-30,1085,1087.619995,1073.349976,1078.030029,921.781677,1668776,0.7420904723
2013-12-31,1080.050049,1092.469971,1075.449951,1086.030029,928.622131,1245776,-0.8636734719
2014-01-01,1090.050049,1092.25,1075.550049,1076.650024,920.601868,529952,0.6362334472
2014-01-02,1083,1094.5,1078.069946,1083.5,926.459045,1726948,2.5472912297
2014-01-03,1082.349976,1114.550049,1073.619995,1111.099976,950.058655,2618174,0.7830006033
2014-01-06,1114.5,1122,1098.5,1119.800049,957.49762,2311810,-1.4940359852
2014-01-07,1120,1128.219971,1099.5,1103.069946,943.192261,2897486,1.2011962426
2014-01-08,1106,1122,1105,1116.319946,954.521851,2550020,0.4166025111
2014-01-09,1114.380005,1127.75,1111.050049,1120.969971,958.498413,2582206,1.7377250472
2014-01-10,1130,1154.900024,1117.5,1140.449951,975.15448,3369334,3.8519913276
2014-01-13,1142.5,1192,1142.5,1184.380005,1012.717346,3814316,-1.7730749918
2014-01-14,1186,1192.400024,1160,1163.380005,994.761108,2974964,1.1535715367
2014-01-15,1171.219971,1189.099976,1163.5,1176.800049,1006.236389,3048854,-0.1402326546
2014-01-16,1190,1190.050049,1162.5,1175.150024,1004.825317,2997962,-5.8392432005
2014-01-17,1149,1149,1103.030029,1106.530029,946.151123,7564756,5.6546039739
2014-01-20,1109.469971,1175,1107.75,1169.099976,999.652222,6010558,-2.4762762944
2014-01-21,1167,1169.619995,1137.550049,1140.150024,974.898071,3132282,-0.2736475822
2014-01-22,1143.550049,1148.430054,1132.050049,1137.030029,972.230286,2384030,-0.9507364801
2014-01-23,1134.050049,1138.349976,1118.650024,1126.219971,962.986938,2290762,-0.1660266549
2014-01-24,1122,1141.619995,1117.5,1124.349976,961.388123,1850266,-0.4953534255
2014-01-27,1113,1129.75,1110.050049,1114.800049,956.625854,2532948,-0.7732292588
2014-01-28,1116,1123.930054,1098.050049,1106.180054,949.228943,2852166,-0.1157138126
2014-01-29,1120,1120,1102.5,1104.900024,948.130554,1698076,0.3529509713
2014-01-30,1099.030029,1113.5,1095,1108.800049,951.47699,2225250,1.0579062979
2014-01-31,1112.550049,1134.900024,1110.5,1120.530029,961.542725,2174246,-2.0802637761
2014-02-03,1111,1122.119995,1095.400024,1097.219971,941.5401,1362480,-1.963148038
2014-02-04,1087,1087.5,1056.030029,1075.680054,923.056274,2694166,2.000594603
2014-02-05,1081.900024,1100,1070,1097.199951,941.522888,1853650,-0.8731218439
2014-02-06,1090,1094.949951,1072.5,1087.619995,933.302246,1922652,-1.4177609726
2014-02-07,1095,1097.5,1065.5,1072.199951,920.070251,1990912,-2.3708489625
2014-02-10,1072,1072,1042.550049,1046.780029,898.256775,4019270,0.3887873821
2014-02-11,1050,1063.25,1048,1050.849976,901.749084,3568786,0.1779785562
2014-02-12,1059,1061.800049,1047.5,1052.719971,903.354004,3074348,1.3450782247
2014-02-13,1053.5,1069.199951,1048.25,1066.880005,915.504822,2094350,1.600005991
2014-02-14,1068.949951,1092.380005,1064.050049,1083.949951,930.152954,1910062,-0.1153178083
2014-02-17,1080,1093,1073.599976,1082.699951,929.080322,1670394,0.0277033098
2014-02-18,1082.5,1095.5,1077.930054,1083,929.337708,1526916,1.4746028147
2014-02-19,1085,1107.5,1081.119995,1098.969971,943.041748,1072918,-0.3903617213
2014-02-20,1103,1111,1091.400024,1094.680054,939.360474,1587924,0.746337875
2014-02-21,1099,1106.5,1095.380005,1102.849976,946.371277,1717860,-1.2604039545
2014-02-24,1102,1102.619995,1085.050049,1088.949951,934.443176,2450424,0.5050974871
2014-02-25,1094.5,1099.75,1090,1094.449951,939.163025,3305374,-0.3088402038
2014-02-26,1097,1097.5,1088.569946,1091.069946,936.262512,3859712,4.2902985525
2014-02-28,1080.5,1140,1080.069946,1137.880005,976.430969,3988192,-1.5686988109
2014-03-03,1135.900024,1149.5,1114,1120.030029,961.113708,1606078,0.0258782075
2014-03-04,1116.599976,1127,1112,1120.319946,961.362427,2030332,0.5025471003
2014-03-05,1127.430054,1143.119995,1121.280029,1125.949951,966.193726,2302006,-0.4947026535
2014-03-06,1126.430054,1130,1116.069946,1120.380005,961.41394,1314562,-0.5471436164
2014-03-07,1122.75,1125.030029,1076.400024,1114.25,956.153625,4698472,-3.8527997005
2014-03-10,1114.050049,1114.25,1067.5,1071.319946,919.314941,3829768,0.4200156908
2014-03-11,1077.5,1088.819946,1061,1075.819946,923.176208,2550254,1.2920785758
2014-03-12,1076.5,1094.880005,1076.5,1089.719971,935.10437,1669788,-1.3710098478
2014-03-13,1074.030029,1101,1068.430054,1074.780029,922.283997,2019884,-0.4652266562
2014-03-14,1070.5,1080.25,1062.150024,1069.780029,917.993286,2161246,-0.8207093793
2014-03-18,1067.75,1075.900024,1052.119995,1061,910.459229,2565842,-3.8925548637
2014-03-19,1037.5,1037.5,1006.530029,1019.700012,875.019104,8652662,3.373545202
2014-03-20,1019,1061.449951,1005.700012,1054.099976,904.538269,5728956,0.8917503301
2014-03-21,1062.5,1072.5,1042.5,1063.5,912.604492,4680776,1.2035691361
2014-03-24,1068.469971,1078.969971,1063.069946,1076.300049,923.588318,2183014,-0.2768689199
2014-03-25,1072,1086,1065,1073.319946,921.031189,2249968,-2.4754981452
2014-03-26,1074.030029,1079.25,1043.780029,1046.75,898.231079,3192350,0.0353478083
2014-03-27,1050.469971,1057.5,1032.530029,1047.119995,898.548584,5012476,0.3753000183
2014-03-28,1048.5,1061.430054,1040.030029,1051.050049,901.920837,2971162,1.4766256032
2014-03-31,1052,1072.469971,1041,1066.569946,915.238831,2683268,2.0420701534
2014-04-01,1072.5,1092.5,1072.449951,1088.349976,933.92865,2755932,-0.2049146902
2014-04-02,1095,1101,1080.530029,1086.119995,932.014893,3763016,-0.2642348334
2014-04-03,1086.430054,1091,1073.800049,1083.25,929.552185,1581194,-1.2757896965
2014-04-04,1086,1093.5,1065,1069.430054,917.693054,1694656,0.69852768
2014-04-07,1065.050049,1082.969971,1060.349976,1076.900024,924.103394,2594986,-0.6221719385
2014-04-09,1076,1081,1052.5,1070.199951,918.353882,3350500,-0.6662563441
2014-04-10,1070.199951,1074.319946,1057.599976,1063.069946,912.235291,2152886,1.7854333373
2014-04-11,1059,1087.449951,1050,1082.050049,928.522644,2340742,4.0968216818
2014-04-15,1090.5,1129,1087.030029,1126.380005,966.562561,3597244,-2.5062450148
2014-04-16,1132,1132,1092.099976,1098.150024,942.338135,3475910,1.211126089
2014-04-17,1110,1113.5,1071.349976,1111.449951,953.751038,7681438,-0.0512791054
2014-04-21,1110,1121.449951,1105.650024,1110.880005,953.261963,1842594,-0.0315016241
2014-04-22,1116.969971,1124.949951,1109.949951,1110.530029,952.96167,1486274,-0.3287128012
2014-04-23,1115.699951,1121.949951,1100.550049,1106.880005,949.829163,1938992,0
2014-04-24,1106.880005,1106.880005,1106.880005,1106.880005,949.829163,0,-0.384822044
2014-04-25,1113.5,1117.5,1096.599976,1102.619995,946.174011,3160448,-0.6294173092
2014-04-28,1102.619995,1111.349976,1090.050049,1095.680054,940.218628,2550766,0.1313963543
2014-04-29,1093,1103.180054,1088.449951,1097.119995,941.454041,1846180,-0.2296694162
2014-04-30,1092.550049,1102.800049,1090.5,1094.599976,939.291809,2397378,0.8788541453
2014-05-02,1090.619995,1109.949951,1090.619995,1104.219971,947.546814,1917778,0.2381896036
2014-05-05,1105.400024,1114.5,1102.069946,1106.849976,949.803772,1314478,-0.6686015772
